LocationNo,BusinessMonth,rollavg_Income,rollavg_Payroll,rollavg_PayrollPct,change_Income,change_Payroll,change_PayrollPct,change_BuyTransactions,change_BuyItems,change3mo_Payroll,change3mo_PayrollPct,change6mo_Payroll,change6mo_PayrollPct,change12mo_Payroll,change12mo_PayrollPct,change3mo_BuyTransactions,change3mo_BuyItems,change6mo_BuyTransactions,change6mo_BuyItems,change12mo_BuyTransactions,change12mo_BuyItems
13,7/1/2013,0.386828,0.268156,-0.022255,0.047688,0.005202,-0.008868,0.035786174,0.035786174,0.006155,-0.005845,0.005098,-0.00574,0.012649,-0.003653,0.028143147,0.028143147,0.026237316,0.026237316,0.055022516,0.055022516
13,8/1/2013,0.382342,0.276958,-0.019864,0.036794,0.007335,-0.006062,0.032560468,0.032560468,-0.001624,-0.008293,0.008389,-0.005754,0.016677,-0.005121,0.033981584,0.033981584,0.029102968,0.029102968,0.049168906,0.049168906
13,9/1/2013,0.380759,0.294059,-0.016363,0.032659,0.022939,-0.001051,0.03809328,0.03809328,0.002399,-0.006505,0.008131,-0.00574,0.011473,-0.006193,0.039400264,0.039400264,0.029148409,0.029148409,0.045603656,0.045603656
13,10/1/2013,0.384582,0.294166,-0.01703,0.034303,0.02487,-0.001,0.035610362,0.035610362,0.005202,-0.008868,0.006155,-0.005845,0.011577,-0.006178,0.035786174,0.035786174,0.028143147,0.028143147,0.046179881,0.046179881
13,11/1/2013,0.382779,0.295933,-0.016316,0.031483,0.026531,0.000086,0.03260761,0.03260761,0.007335,-0.006062,-0.001624,-0.008293,0.012082,-0.00509,0.032560468,0.032560468,0.033981584,0.033981584,0.045670567,0.045670567
13,12/1/2013,0.381872,0.295843,-0.0162,0.024627,0.030301,0.002716,0.035345872,0.035345872,0.022939,-0.001051,0.002399,-0.006505,0.00511,-0.00589,0.03809328,0.03809328,0.039400264,0.039400264,0.031544103,0.031544103
13,1/1/2014,0.378693,0.297764,-0.015251,0.016664,0.032343,0.004694,0.031319289,0.031319289,0.02487,-0.001,0.005202,-0.008868,0.005098,-0.00574,0.035610362,0.035610362,0.035786174,0.035786174,0.026237316,0.026237316
13,2/1/2014,0.381114,0.292261,-0.016806,0.014173,0.024039,0.003037,0.028897532,0.028897532,0.026531,0.000086,0.007335,-0.006062,0.008389,-0.005754,0.03260761,0.03260761,0.032560468,0.032560468,0.029102968,0.029102968
13,3/1/2014,0.382306,0.29619,-0.016302,0.009716,0.026763,0.004551,0.031595008,0.031595008,0.030301,0.002716,0.022939,-0.001051,0.008131,-0.00574,0.035345872,0.035345872,0.03809328,0.03809328,0.029148409,0.029148409
13,4/1/2014,0.386993,0.298918,-0.016656,0.012055,0.029467,0.004426,0.035712763,0.035712763,0.032343,0.004694,0.02487,-0.001,0.006155,-0.005845,0.031319289,0.031319289,0.035610362,0.035610362,0.028143147,0.028143147
13,5/1/2014,0.384618,0.297771,-0.016482,0.006853,0.031432,0.005888,0.035376432,0.035376432,0.024039,0.003037,0.026531,0.000086,-0.001624,-0.008293,0.028897532,0.028897532,0.03260761,0.03260761,0.033981584,0.033981584
13,6/1/2014,0.393844,0.298923,-0.017901,0.014584,0.028475,0.003037,0.035700987,0.035700987,0.026763,0.004551,0.030301,0.002716,0.002399,-0.006505,0.031595008,0.031595008,0.035345872,0.035345872,0.039400264,0.039400264
13,7/1/2014,0.388365,0.297757,-0.017131,0.00111,0.023586,0.005124,0.04332332,0.04332332,0.029467,0.004426,0.032343,0.004694,0.005202,-0.008868,0.035712763,0.035712763,0.031319289,0.031319289,0.035786174,0.035786174
13,8/1/2014,0.399617,0.301529,-0.018336,0.012533,0.019378,0.001528,0.048152068,0.048152068,0.031432,0.005888,0.024039,0.003037,0.007335,-0.006062,0.035376432,0.035376432,0.028897532,0.028897532,0.032560468,0.032560468
13,9/1/2014,0.383971,0.307609,-0.014461,0.002346,0.010617,0.001902,0.042631957,0.042631957,0.028475,0.003037,0.026763,0.004551,0.022939,-0.001051,0.035700987,0.035700987,0.031595008,0.031595008,0.03809328,0.03809328
13,10/1/2014,0.379644,0.321219,-0.011093,-0.003605,0.021223,0.005937,0.046739555,0.046739555,0.023586,0.005124,0.029467,0.004426,0.02487,-0.001,0.04332332,0.04332332,0.035712763,0.035712763,0.035610362,0.035610362
13,11/1/2014,0.377636,0.330727,-0.008955,-0.003745,0.027366,0.007361,0.049291434,0.049291434,0.019378,0.001528,0.031432,0.005888,0.026531,0.000086,0.048152068,0.048152068,0.035376432,0.035376432,0.03260761,0.03260761
13,12/1/2014,0.37248,0.348898,-0.004467,-0.006961,0.041886,0.011733,0.050771563,0.050771563,0.010617,0.001902,0.028475,0.003037,0.030301,0.002716,0.042631957,0.042631957,0.035700987,0.035700987,0.035345872,0.035345872
13,1/1/2015,0.376262,0.357627,-0.003527,-0.001826,0.047889,0.011724,0.060267634,0.060267634,0.021223,0.005937,0.023586,0.005124,0.032343,0.004694,0.046739555,0.046739555,0.04332332,0.04332332,0.031319289,0.031319289
13,2/1/2015,0.365994,0.365333,-0.000126,-0.011347,0.058437,0.01668,0.057093449,0.057093449,0.027366,0.007361,0.019378,0.001528,0.024039,0.003037,0.049291434,0.049291434,0.048152068,0.048152068,0.028897532,0.028897532
13,3/1/2015,0.355257,0.364072,0.001691,-0.020257,0.053863,0.017993,0.045679608,0.045679608,0.041886,0.011733,0.010617,0.001902,0.026763,0.004551,0.050771563,0.050771563,0.042631957,0.042631957,0.031595008,0.031595008
13,4/1/2015,0.350399,0.36191,0.002217,-0.027328,0.049814,0.018873,0.03412583,0.03412583,0.047889,0.011724,0.021223,0.005937,0.029467,0.004426,0.060267634,0.060267634,0.046739555,0.046739555,0.035712763,0.035712763
13,5/1/2015,0.346382,0.361985,0.003008,-0.028608,0.050642,0.01949,0.021541883,0.021541883,0.058437,0.01668,0.027366,0.007361,0.031432,0.005888,0.057093449,0.057093449,0.049291434,0.049291434,0.035376432,0.035376432
13,6/1/2015,0.343548,0.364818,0.004101,-0.037334,0.051727,0.022002,0.007794451,0.007794451,0.053863,0.017993,0.041886,0.011733,0.028475,0.003037,0.045679608,0.045679608,0.050771563,0.050771563,0.035700987,0.035700987
13,7/1/2015,0.340238,0.368958,0.005573,-0.035703,0.055983,0.022704,-0.006798505,-0.006798505,0.049814,0.018873,0.047889,0.011724,0.023586,0.005124,0.03412583,0.03412583,0.060267634,0.060267634,0.04332332,0.04332332
13,8/1/2015,0.330349,0.370375,0.007877,-0.05041,0.053914,0.026213,-0.019503258,-0.019503258,0.050642,0.01949,0.058437,0.01668,0.019378,0.001528,0.021541883,0.021541883,0.057093449,0.057093449,0.048152068,0.048152068
13,9/1/2015,0.342678,0.358669,0.003111,-0.030525,0.039814,0.017572,-0.022607321,-0.022607321,0.051727,0.022002,0.053863,0.017993,0.010617,0.001902,0.007794451,0.007794451,0.045679608,0.045679608,0.042631957,0.042631957
13,10/1/2015,0.343479,0.354831,0.002205,-0.026742,0.025855,0.013298,-0.03917345,-0.03917345,0.055983,0.022704,0.049814,0.018873,0.021223,0.005937,-0.006798505,-0.006798505,0.03412583,0.03412583,0.046739555,0.046739555
13,11/1/2015,0.338142,0.352158,0.002731,-0.029251,0.01629,0.011686,-0.056780848,-0.056780848,0.053914,0.026213,0.050642,0.01949,0.027366,0.007361,-0.019503258,-0.019503258,0.021541883,0.021541883,0.049291434,0.049291434
13,12/1/2015,0.330579,0.347604,0.003342,-0.030731,-0.000969,0.007809,-0.068474361,-0.068474361,0.039814,0.017572,0.051727,0.022002,0.041886,0.011733,-0.022607321,-0.022607321,0.007794451,0.007794451,0.050771563,0.050771563
13,1/1/2016,0.321243,0.344454,0.004579,-0.039856,-0.009679,0.008106,-0.095148654,-0.095148654,0.025855,0.013298,0.055983,0.022704,0.047889,0.011724,-0.03917345,-0.03917345,-0.006798505,-0.006798505,0.060267634,0.060267634
13,2/1/2016,0.320202,0.341046,0.0041,-0.033554,-0.017751,0.004226,-0.101814573,-0.101814573,0.01629,0.011686,0.053914,0.026213,0.058437,0.01668,-0.056780848,-0.056780848,-0.019503258,-0.019503258,0.057093449,0.057093449
13,3/1/2016,0.323149,0.345582,0.00441,-0.023698,-0.013566,0.002719,-0.102426026,-0.102426026,-0.000969,0.007809,0.039814,0.017572,0.053863,0.017993,-0.068474361,-0.068474361,-0.022607321,-0.022607321,0.045679608,0.045679608
13,4/1/2016,0.323087,0.344419,0.004174,-0.02028,-0.012819,0.001957,-0.103314919,-0.103314919,-0.009679,0.008106,0.025855,0.013298,0.049814,0.018873,-0.095148654,-0.095148654,-0.03917345,-0.03917345,0.03412583,0.03412583
13,5/1/2016,0.319594,0.349,0.005761,-0.019925,-0.009509,0.002753,-0.107931715,-0.107931715,-0.017751,0.004226,0.01629,0.011686,0.050642,0.01949,-0.101814573,-0.101814573,-0.056780848,-0.056780848,0.021541883,0.021541883
13,6/1/2016,0.313768,0.349737,0.007094,-0.022199,-0.011068,0.002993,-0.104196641,-0.104196641,-0.013566,0.002719,-0.000969,0.007809,0.051727,0.022002,-0.102426026,-0.102426026,-0.068474361,-0.068474361,0.007794451,0.007794451
13,7/1/2016,0.309463,0.346774,0.007377,-0.023042,-0.016188,0.001804,-0.100324348,-0.100324348,-0.012819,0.001957,-0.009679,0.008106,0.055983,0.022704,-0.103314919,-0.103314919,-0.095148654,-0.095148654,-0.006798505,-0.006798505
13,8/1/2016,0.304936,0.344138,0.007755,-0.01926,-0.019033,-0.000122,-0.098686004,-0.098686004,-0.009509,0.002753,-0.017751,0.004226,0.053914,0.026213,-0.107931715,-0.107931715,-0.101814573,-0.101814573,-0.019503258,-0.019503258
13,9/1/2016,0.303194,0.351466,0.00953,-0.029504,-0.00524,0.006419,-0.102146578,-0.102146578,-0.011068,0.002993,-0.013566,0.002719,0.039814,0.017572,-0.104196641,-0.104196641,-0.102426026,-0.102426026,-0.022607321,-0.022607321
13,10/1/2016,0.303527,0.350003,0.009166,-0.02986,-0.003525,0.006961,-0.092972202,-0.092972202,-0.016188,0.001804,-0.012819,0.001957,0.025855,0.013298,-0.100324348,-0.100324348,-0.103314919,-0.103314919,-0.03917345,-0.03917345
13,11/1/2016,0.302919,0.343956,0.008093,-0.026413,-0.005999,0.005362,-0.081514101,-0.081514101,-0.019033,-0.000122,-0.009509,0.002753,0.01629,0.011686,-0.098686004,-0.098686004,-0.107931715,-0.107931715,-0.056780848,-0.056780848
13,12/1/2016,0.299855,0.338689,0.007721,-0.02306,-0.006538,0.004379,-0.078109388,-0.078109388,-0.00524,0.006419,-0.011068,0.002993,-0.000969,0.007809,-0.102146578,-0.102146578,-0.104196641,-0.104196641,-0.068474361,-0.068474361
13,1/1/2017,0.303283,0.336724,0.006615,-0.013549,-0.005669,0.002036,-0.052768289,-0.052768289,-0.003525,0.006961,-0.016188,0.001804,-0.009679,0.008106,-0.092972202,-0.092972202,-0.100324348,-0.100324348,-0.095148654,-0.095148654
13,2/1/2017,0.306165,0.340344,0.006751,-0.010519,-0.000514,0.002651,-0.046367863,-0.046367863,-0.005999,0.005362,-0.019033,-0.000122,-0.017751,0.004226,-0.081514101,-0.081514101,-0.098686004,-0.098686004,-0.101814573,-0.101814573
13,3/1/2017,0.304998,0.336398,0.006212,-0.0136,-0.006715,0.001802,-0.048249096,-0.048249096,-0.006538,0.004379,-0.00524,0.006419,-0.013566,0.002719,-0.078109388,-0.078109388,-0.102146578,-0.102146578,-0.102426026,-0.102426026
13,4/1/2017,0.303344,0.337462,0.006777,-0.01471,-0.005101,0.002603,-0.049806298,-0.049806298,-0.005669,0.002036,-0.003525,0.006961,-0.012819,0.001957,-0.052768289,-0.052768289,-0.092972202,-0.092972202,-0.103314919,-0.103314919
13,5/1/2017,0.299714,0.324708,0.004983,-0.014857,-0.017799,-0.000778,-0.038587808,-0.038587808,-0.000514,0.002651,-0.005999,0.005362,-0.009509,0.002753,-0.046367863,-0.046367863,-0.081514101,-0.081514101,-0.107931715,-0.107931715
13,6/1/2017,0.291694,0.316654,0.005024,-0.016576,-0.024268,-0.00207,-0.040550491,-0.040550491,-0.006715,0.001802,-0.006538,0.004379,-0.011068,0.002993,-0.048249096,-0.048249096,-0.078109388,-0.078109388,-0.104196641,-0.104196641
13,7/1/2017,0.27793,0.307926,0.006087,-0.023771,-0.028518,-0.00129,-0.050845477,-0.050845477,-0.005101,0.002603,-0.005669,0.002036,-0.016188,0.001804,-0.049806298,-0.049806298,-0.052768289,-0.052768289,-0.100324348,-0.100324348
13,8/1/2017,0.268831,0.295048,0.005363,-0.027239,-0.036151,-0.002392,-0.053587947,-0.053587947,-0.017799,-0.000778,-0.000514,0.002651,-0.019033,-0.000122,-0.038587808,-0.038587808,-0.046367863,-0.046367863,-0.098686004,-0.098686004
13,9/1/2017,0.260895,0.277328,0.0034,-0.032004,-0.054841,-0.00613,-0.046452844,-0.046452844,-0.024268,-0.00207,-0.006715,0.001802,-0.00524,0.006419,-0.040550491,-0.040550491,-0.048249096,-0.048249096,-0.102146578,-0.102146578
13,10/1/2017,0.256591,0.279856,0.004835,-0.035473,-0.052004,-0.004331,-0.051601371,-0.051601371,-0.028518,-0.00129,-0.005101,0.002603,-0.003525,0.006961,-0.050845477,-0.050845477,-0.049806298,-0.049806298,-0.092972202,-0.092972202
13,11/1/2017,0.252682,0.281327,0.005953,-0.038159,-0.046728,-0.00214,-0.052960937,-0.052960937,-0.036151,-0.002392,-0.017799,-0.000778,-0.005999,0.005362,-0.053587947,-0.053587947,-0.038587808,-0.038587808,-0.081514101,-0.081514101
13,12/1/2017,0.248457,0.274934,0.005528,-0.039294,-0.047735,-0.002193,-0.045121751,-0.045121751,-0.054841,-0.00613,-0.024268,-0.00207,-0.006538,0.004379,-0.046452844,-0.046452844,-0.040550491,-0.040550491,-0.078109388,-0.078109388
13,1/1/2018,0.23892,0.270426,0.006623,-0.0492,-0.049913,0.000008,-0.055497006,-0.055497006,-0.052004,-0.004331,-2.85E-02,-1.29E-03,-0.005669,0.002036,-0.051601371,-0.051601371,-0.050845477,-0.050845477,-0.052768289,-0.052768289
13,2/1/2018,0.236693,0.266277,0.006232,-0.053154,-0.055766,-0.000519,-0.05212083,-0.05212083,-0.046728,-0.00214,-3.62E-02,-2.39E-03,-0.000514,0.002651,-0.052960937,-0.052960937,-0.053587947,-0.053587947,-0.046367863,-0.046367863
13,3/1/2018,0.235828,0.2601,0.005102,-0.053197,-0.057653,-0.00111,-0.041979375,-0.041979375,-0.047735,-0.002193,-0.054841,-0.00613,-0.006715,0.001802,-0.045121751,-0.045121751,-0.046452844,-0.046452844,-0.048249096,-0.048249096
13,4/1/2018,0.231233,0.258164,0.005677,-0.055705,-0.059846,-0.0011,-0.029285526,-0.029285526,-0.049913,0.000008,-0.052004,-0.004331,-0.005101,0.002603,-0.055497006,-0.055497006,-0.051601371,-0.051601371,-0.049806298,-0.049806298
13,5/1/2018,0.233475,0.265602,0.006793,-0.05111,-0.045035,0.00181,-0.025545473,-0.025545473,-0.055766,-0.000519,-0.046728,-0.00214,-0.017799,-0.000778,-0.05212083,-0.05212083,-0.052960937,-0.052960937,-0.038587808,-0.038587808
13,6/1/2018,0.23902,0.271672,0.006875,-0.040941,-0.034416,0.001851,-0.009888865,-0.009888865,-0.057653,-0.00111,-0.047735,-0.002193,-0.024268,-0.00207,-0.041979375,-0.041979375,-0.045121751,-0.045121751,-0.040550491,-0.040550491
13,7/1/2018,0.245154,0.281241,0.007576,-0.025673,-0.02059,0.001489,0.01658753,0.01658753,-0.059846,-0.0011,-0.049913,0.000008,-0.028518,-0.00129,-0.029285526,-0.029285526,-0.055497006,-0.055497006,-0.050845477,-0.050845477
13,8/1/2018,0.251538,0.291579,0.008358,-0.013768,-0.002724,0.002995,0.039725129,0.039725129,-0.045035,0.00181,-0.055766,-0.000519,-0.036151,-0.002392,-0.025545473,-0.025545473,-0.05212083,-0.05212083,-0.053587947,-0.053587947
13,9/1/2018,0.254495,0.292942,0.008032,-0.005123,0.012394,0.004632,0.045947661,0.045947661,-0.034416,0.001851,-0.057653,-0.00111,-0.054841,-0.00613,-0.009888865,-0.009888865,-0.041979375,-0.041979375,-0.046452844,-0.046452844
13,10/1/2018,0.252235,0.289187,0.007758,-0.003496,0.007402,0.002923,0.066319838,0.066319838,-0.02059,0.001489,-0.059846,-0.0011,-0.052004,-0.004331,0.01658753,0.01658753,-0.029285526,-0.029285526,-0.051601371,-0.051601371
13,11/1/2018,0.254131,0.295144,0.008653,0.001158,0.01098,0.0027,0.076781558,0.076781558,-0.002724,0.002995,-0.045035,0.00181,-0.046728,-0.00214,0.039725129,0.039725129,-0.025545473,-0.025545473,-0.052960937,-0.052960937
13,12/1/2018,0.259801,0.311071,0.010734,0.009121,0.028791,0.005206,0.076299988,0.076299988,0.012394,0.004632,-0.034416,0.001851,-0.047735,-0.002193,0.045947661,0.045947661,-0.009888865,-0.009888865,-0.045121751,-0.045121751
13,1/1/2019,0.266695,0.319537,0.011037,0.022477,0.039369,0.004414,0.091398968,0.091398968,0.007402,0.002923,-0.02059,0.001489,-0.049913,0.000008,0.066319838,0.066319838,0.01658753,0.01658753,-0.055497006,-0.055497006
13,2/1/2019,0.268987,0.325418,0.011791,0.026158,0.047618,0.005559,0.097541198,0.097541198,0.01098,0.0027,-0.002724,0.002995,-0.055766,-0.000519,0.076781558,0.076781558,0.039725129,0.039725129,-0.05212083,-0.05212083
13,3/1/2019,0.270614,0.335885,0.013611,0.028036,0.061105,0.008509,0.099362964,0.099362964,0.028791,0.005206,0.012394,0.004632,-0.057653,-0.00111,0.076299988,0.076299988,0.045947661,0.045947661,-0.041979375,-0.041979375
13,4/1/2019,0.272834,0.346953,0.015447,0.03362,0.071772,0.00977,0.093593661,0.093593661,0.039369,0.004414,0.007402,0.002923,-0.059846,-0.0011,0.091398968,0.091398968,0.066319838,0.066319838,-0.029285526,-0.029285526
13,5/1/2019,0.274574,0.34809,0.015315,0.033284,0.066275,0.008522,0.095426644,0.095426644,0.047618,0.005559,0.01098,0.0027,-0.045035,0.00181,0.097541198,0.097541198,0.076781558,0.076781558,-0.025545473,-0.025545473
14,10/1/2008,-0.233326,-0.252445,-0.006848,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,11/1/2008,-0.2411,-0.269641,-0.009922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,12/1/2008,-0.286118,-0.287636,-0.000534,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,1/1/2009,-0.292328,-0.282659,0.003508,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,2/1/2009,-0.296269,-0.280406,0.005826,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,3/1/2009,-0.301465,-0.279087,0.008289,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,4/1/2009,-0.301412,-0.281601,0.007377,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,5/1/2009,-0.301886,-0.282779,0.007148,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,6/1/2009,-0.308006,-0.281968,0.009871,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,7/1/2009,-0.309561,-0.282522,0.010263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,8/1/2009,-0.31249,-0.270814,0.015921,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,9/1/2009,-0.313471,-0.249059,0.024703,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,10/1/2009,-0.327234,-0.235667,0.035909,-0.150683,0.026527,0.042757,-0.022477172,-0.022477172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,11/1/2009,-0.329982,-0.226919,0.04063,-0.131891,0.065949,0.050552,0.007071785,0.007071785,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,12/1/2009,-0.333389,-0.222036,0.044137,-0.064865,0.095005,0.044671,0.059855509,0.059855509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,1/1/2010,-0.336046,-0.222264,0.04503,-0.063032,0.087905,0.041522,0.056174283,0.056174283,0.026527,0.042757,NULL,NULL,NULL,NULL,-0.022477172,-0.022477172,NULL,NULL,NULL,NULL
14,2/1/2010,-0.335814,-0.222308,0.045456,-0.059197,0.087528,0.03963,0.050054514,0.050054514,0.065949,0.050552,NULL,NULL,NULL,NULL,0.007071785,0.007071785,NULL,NULL,NULL,NULL
14,3/1/2010,-0.33396,-0.22351,0.044049,-0.048831,0.083077,0.03576,0.043615696,0.043615696,0.095005,0.044671,NULL,NULL,NULL,NULL,0.059855509,0.059855509,NULL,NULL,NULL,NULL
14,4/1/2010,-0.337233,-0.219657,0.047291,-0.054636,0.094158,0.039914,0.024286441,0.024286441,0.087905,0.041522,0.026527,0.042757,NULL,NULL,0.056174283,0.056174283,-0.022477172,-0.022477172,NULL,NULL
14,5/1/2010,-0.341847,-0.217317,0.050366,-0.06078,0.098784,0.043218,0.010676769,0.010676769,0.087528,0.03963,0.065949,0.050552,NULL,NULL,0.050054514,0.050054514,0.007071785,0.007071785,NULL,NULL
14,6/1/2010,-0.345754,-0.219039,0.051599,-0.057786,0.094285,0.041728,0.016038863,0.016038863,0.083077,0.03576,0.095005,0.044671,NULL,NULL,0.043615696,0.043615696,0.059855509,0.059855509,NULL,NULL
14,7/1/2010,-0.352671,-0.219798,0.054676,-0.065554,0.093294,0.044413,0.015835021,0.015835021,0.094158,0.039914,0.087905,0.041522,NULL,NULL,0.024286441,0.024286441,0.056174283,0.056174283,NULL,NULL
14,8/1/2010,-0.356503,-0.231732,0.051679,-0.066788,0.05674,0.035758,0.007758907,0.007758907,0.098784,0.043218,0.087528,0.03963,NULL,NULL,0.010676769,0.010676769,0.050054514,0.050054514,NULL,NULL
14,9/1/2010,-0.360765,-0.256552,0.043387,-0.071616,-0.010485,0.018684,0.016963281,0.016963281,0.094285,0.041728,0.083077,0.03576,NULL,NULL,0.016038863,0.016038863,0.043615696,0.043615696,NULL,NULL
14,10/1/2010,-0.356093,-0.272111,0.034737,-0.044218,-0.049614,-0.001172,0.030498905,0.030498905,0.093294,0.044413,0.094158,0.039914,0.026527,0.042757,0.015835021,0.015835021,0.024286441,0.024286441,-0.022477172,-0.022477172
14,11/1/2010,-0.359891,-0.277556,0.034213,-0.045929,-0.067865,-0.006417,0.022337926,0.022337926,0.05674,0.035758,0.098784,0.043218,0.065949,0.050552,0.007758907,0.007758907,0.010676769,0.010676769,0.007071785,0.007071785
14,12/1/2010,-0.361195,-0.283818,0.032213,-0.042462,-0.081368,-0.011924,0.010006938,0.010006938,-0.010485,0.018684,0.094285,0.041728,0.095005,0.044671,0.016963281,0.016963281,0.016038863,0.016038863,0.059855509,0.059855509
14,1/1/2011,-0.361386,-0.284366,0.032481,-0.038551,-0.08267,-0.012549,-0.005416062,-0.005416062,-0.049614,-0.001172,0.093294,0.044413,0.087905,0.041522,0.030498905,0.030498905,0.015835021,0.015835021,0.056174283,0.056174283
14,2/1/2011,-0.36514,-0.285199,0.033654,-0.04436,-0.081637,-0.011802,-0.008705879,-0.008705879,-0.067865,-0.006417,0.05674,0.035758,0.087528,0.03963,0.022337926,0.022337926,0.007758907,0.007758907,0.050054514,0.050054514
14,3/1/2011,-0.366693,-0.285157,0.034275,-0.049219,-0.079685,-0.009774,-0.009721165,-0.009721165,-0.081368,-0.011924,-0.010485,0.018684,0.083077,0.03576,0.010006938,0.010006938,0.016963281,0.016963281,0.043615696,0.043615696
14,4/1/2011,-0.363174,-0.288328,0.031368,-0.039221,-0.088283,-0.015923,-0.002947921,-0.002947921,-0.08267,-0.012549,-0.049614,-0.001172,0.094158,0.039914,-0.005416062,-0.005416062,0.030498905,0.030498905,0.024286441,0.024286441
14,5/1/2011,-0.358369,-0.290974,0.028084,-0.025032,-0.094254,-0.022282,0.007533227,0.007533227,-0.081637,-0.011802,-0.067865,-0.006417,0.098784,0.043218,-0.008705879,-0.008705879,0.022337926,0.022337926,0.010676769,0.010676769
14,6/1/2011,-0.356869,-0.290709,0.027381,-0.0169,-0.091206,-0.024218,-0.005865474,-0.005865474,-0.079685,-0.009774,-0.081368,-0.011924,0.094285,0.041728,-0.009721165,-0.009721165,0.010006938,0.010006938,0.016038863,0.016038863
14,7/1/2011,-0.357249,-0.28603,0.029631,-0.006958,-0.083838,-0.025045,-0.016514952,-0.016514952,-0.088283,-0.015923,-0.08267,-0.012549,0.093294,0.044413,-0.002947921,-0.002947921,-0.005416062,-0.005416062,0.015835021,0.015835021
14,8/1/2011,-0.35266,-0.284067,0.028634,0.005823,-0.067344,-0.023045,-0.028805161,-0.028805161,-0.094254,-0.022282,-0.081637,-0.011802,0.05674,0.035758,0.007533227,0.007533227,-0.008705879,-0.008705879,0.007758907,0.007758907
14,9/1/2011,-0.348518,-0.281923,0.027582,0.018625,-0.033638,-0.015805,-0.041117053,-0.041117053,-0.091206,-0.024218,-0.079685,-0.009774,-0.010485,0.018684,-0.005865474,-0.005865474,-0.009721165,-0.009721165,0.016963281,0.016963281
14,10/1/2011,-0.346768,-0.284372,0.025921,0.014006,-0.016599,-0.008816,-0.047238456,-0.047238456,-0.083838,-0.025045,-0.088283,-0.015923,-0.049614,-0.001172,-0.016514952,-0.016514952,-0.002947921,-0.002947921,0.030498905,0.030498905
14,11/1/2011,-0.345293,-0.288609,0.023548,0.022008,-0.015097,-0.010665,-0.039501788,-0.039501788,-0.067344,-0.023045,-0.094254,-0.022282,-0.067865,-0.006417,-0.028805161,-0.028805161,0.007533227,0.007533227,0.022337926,0.022337926
14,12/1/2011,-0.343163,-0.292968,0.020755,0.027186,-0.012565,-0.011458,-0.021908583,-0.021908583,-0.033638,-0.015805,-0.091206,-0.024218,-0.081368,-0.011924,-0.041117053,-0.041117053,-0.005865474,-0.005865474,0.010006938,0.010006938
14,1/1/2012,-0.344633,-0.302791,0.017608,0.025182,-0.025307,-0.014873,-0.010369546,-0.010369546,-0.016599,-0.008816,-0.083838,-0.025045,-0.08267,-0.012549,-0.047238456,-0.047238456,-0.016514952,-0.016514952,-0.005416062,-0.005416062
14,2/1/2012,-0.341515,-0.308849,0.013659,0.035972,-0.032951,-0.019995,-0.010030159,-0.010030159,-0.015097,-0.010665,-0.067344,-0.023045,-0.081637,-0.011802,-0.039501788,-0.039501788,-0.028805161,-0.028805161,-0.008705879,-0.008705879
14,3/1/2012,-0.342785,-0.314995,0.011755,0.03644,-0.042075,-0.02252,-0.0134998,-0.0134998,-0.012565,-0.011458,-0.033638,-0.015805,-0.079685,-0.009774,-0.021908583,-0.021908583,-0.041117053,-0.041117053,-0.009721165,-0.009721165
